"Incident: Incident Number","Subject","Incident Date/Time","City","Country","Description","NC4 Incident","Primary Type","Incident Status","Market","Philips Site or Building","Management Level"
"INC-0581","Security: Suspicious Package","7/1/2021 10:52 AM","Tarnby","Denmark","Multiple sources are reporting that a suspicious package has been discovered at the train station of Copenhagen Airport (CHP). A large police response has been reported. All train activity in the area has been suspended as authorities investigate; shuttle bus service is available between Tarnby and Copenhagen Airport. Expect police activity and related disruptions in the area.","Security: Suspicious Package","CBRNE (Chemical, Biological, Radiological, Nuclear or Explosive threat or attack)","Closed","","","Site"
"INC-0722","TESTING ONLY","9/17/2021 5:27 PM","","Brazil","Testing to see if a duty log will create automatically.","","Other","Closed","","",""
"INC-0723","Other: Testing Incident creation","","","Brazil","TEST ONLY","Other: Testing Incident creation","Other","Closed","","",""
"INC-0728","Geophysical: Volcano Activity","9/21/2021 8:00 AM","","Spain","Mis-read this as La Palma Mexico. Closing event.","Geophysical: Volcano Activity","Geophysical (Earthquake, landslide, Tsunamis)","Closed","","","Regional"
"INC-0733","Other: Evacuation","9/24/2021 11:20 AM","Eastern India","India","Multiple sources are reporting that officials have ordered residents of several states in eastern India to evacuate ahead of Tropical Cyclone Gulab. At least 20,000 people have been evacuated in West Bengal, over 3,400 in Odisha, and an unspecified number in Andhra Pradesh. The expected duration of the evacuation has not been specified.","Other: Evacuation","Other","Closed","","","Market"
"INC-0615","Meteorological: Flooding","7/20/2021 7:51 AM","Henan","China","Updated reports indicate that heavy rainfall continues to cause flooding-related disruptions in multiple locations in Henan province. Sources indicate that the western part of Zhengzhou City, Lushan County of Pingdingshan City, Luoyang City, Nanyang City, and Gongyi have experienced the most rainfall across the province. Updates report that the flood-related death toll has risen to 25 across the province, with four deaths reported in Gongyi and at least 12 deaths in Zhengzhou. Up to five people have been injured, and at least seven people are missing as of Wednesday, July 21. More than 9,300 firefighters and security personnel have been deployed to conduct search-and-rescue operations. There are concerns that a dam in Luoyang could collapse. Several banks of major rivers burst and inundated over at least 12 cities, and at least 31 reservoirs in the province have exceeded their warning levels. China's National Headquarters have initiated flood emergency response Level III and emergency personnel have been deployed to the affected areas to assist in rescue response work. The Henan Fire Rescue Corps has reportedly conducted 408 rescue operations, while the Zhengzhou Fire Rescue Detachment has evacuated over 1,500 people. In total, at least 1,231 people have been rescued across the region.

In Zhengzhou, low-lying areas near the Yellow River have been inundated and vehicles have been swept away. Flooding has also been reported in the city?s subway system, with Line 5 being the most impacted. On July 20, in Dengfeng, an aluminum alloy plant exploded after floodwaters surged into the factory. The Shaolin Temple has been temporarily shut down as a precaution. In Ruzhou, several streets were flooded and caused vehicles to be swept away. The water levels of the Yi River are continuing to rise, causing the Longmen Grottoes to be at risk of flooding near the city of Luoyang.  

Public transportation services, flight operations, and roadways have been significantly disrupted across the province. Expect associated disruptions as emergency services respond. Heavy rainfall has been forecast until Thursday, July 22.","Meteorological: Flooding","Meteorological (Tornado, Hurricane, Floods)","Closed","","","Regional"
"INC-0617","M5.0 Earthquake - South Sandwich Islands region","7/21/2021 2:00 PM","","South Sandwich Island","Magnitude	5.0
Date-Time	?	7 Jul 2021 23:07:25 UTC
?	7 Jul 2021 21:07:25 near epicenter
?	7 Jul 2021 17:07:25 standard time in your timezone
Location	57.928S 24.621W
Depth	10 km
Distances	?	2488.7 km (1543.0 mi) SSW of Edinburgh of the Seven Seas, Saint Helena
?	2674.3 km (1658.0 mi) ENE of Ushuaia, Argentina
?	2689.5 km (1667.5 mi) E of R?o Grande, Argentina
?	2896.9 km (1796.1 mi) E of R?o Gallegos, Argentina
?	2910.1 km (1804.3 mi) E of Punta Arenas, Chile
Location Uncertainty	Horizontal: 11.5 km; Vertical 1.9 km
Parameters	Nph = 44; Dmin = 1183.3 km; Rmss = 0.67 seconds; Gp = 88°
Version = 
Event ID	us 6000et0u","","Geophysical (Earthquake, landslide, Tsunamis)","Closed","","","Site"
"INC-0503","Israel Country Crisis Management Team","2/2/2021 9:45 AM","","Israel","A crisis to capture actions from Israel CCMT (draft)","","Other","Closed","","","Country"
"INC-0638","Geophysical: Earthquake","7/29/2021 3:46 AM","Perryville","United States","Multiple sources, including the United States Geological Survey (USGS), are reporting that a magnitude 8.2 earthquake has struck approximately 58 Miles ESE of Perryville, Alaska. There were no immediate reports of injuries or major structural damage.

Localized evacuations were underway in Kodiak, AK for those in coastal or low lying areas. A temporary evacuation center was established at Kodiak High School, located near Upper Mill Bay Rd and Egan Wy. 

A tsunami warning was issued for Western Prince William Sound; Western Kenai Peninsula; Kodiak Island; Alaska Peninsula; Eastern Aleutians; however, it has since been lifted. A tsunami watch was issued for the Hawaiian Islands; however, it has since been lifted. Tsunami waves from the earthquake are possible within the next three hours along the coastline.","Geophysical: Earthquake","Geophysical (Earthquake, landslide, Tsunamis)","Closed","","","Group"
"INC-0654","Meteorological: Flooding - Scotland","8/9/2021 9:33 AM","Edinburgh","United Kingdom","Media sources report localized flooding across Edinburgh following heavy rainfall. Several cars are stuck near Slateford Rd and rescue operations are currently underway. In addition, minor service disruptions to public transport have been reported across the city. Expect associated disruptions in the area.","Meteorological: Flooding - Scotland","Meteorological (Tornado, Hurricane, Floods)","Closed","","","Site"
"INC-0660","Tropical Storm FRED","8/11/2021 12:45 PM","","United States","Potential storm impact to Puerto Rico, Florida and states in the Gulf of Mexiico","Tropical Storm FRED","Meteorological (Tornado, Hurricane, Floods)","Closed","","","Regional"
"INC-0689","Fire: Structure Fire","7/9/2021 4:55 AM","St Louis","United States","Government sources are reporting a fire in a structure near Koeln Ave and Tennesee Ave. No injuries were immediately reported. Event closed.","Fire: Structure Fire","Fire (Fire suppression, explosion)","Closed","","","Regional"
"INC-0692","Meteorological: Tropical Cyclone - NORA - 21","8/27/2021 12:18 PM","","Mexico","Tropical Cyclone NORA-21 can have a medium humanitarian impact based on the maximum sustained wind speed, exposed population and vulnerability.
Heavy rain associated with Tropical storm Nora is expected across coastal of the Mexican states of Oaxaca, Guerrero, Michoacan Colima, and Jalisco. Life threatening flash flooding and mudslides may occur.
https://www.gdacs.org/report.aspx?eventid=1000817&episodeid=6&eventtype=TC","Tropical Cyclone - NORA-21","Meteorological (Tornado, Hurricane, Floods)","Closed","","",""
"INC-0509","Test 23.02","2/23/2021 7:50 AM","","","Test for determining the email notification function of Fusion","","Other","Closed","","","Country"
"INC-0710","Tropical Cyclone CHANTHU-21 can have a high humanitarian impact based on the maximum sustained wind speed, exposed population and vulnerability.","9/9/2021 2:28 PM","Countrywide","Taiwan","Tropical Cyclone CHANTHU-21 can have a high humanitarian impact based on the maximum sustained wind speed, exposed population and vulnerability.

Alert level
The alert level for the forecasted track (next 72h) is Red.
The overall alert level is Red for Philippines, China
This tropical cyclone can have a high humanitarian impact based on the storm strength and the affected population in the past and forecasted path.
Please see methodology for more explanations on thresholds.
In particular Philippines, China are affected by high winds up to 259 km/h (72 m/s or 161mph).
Current Storm Status
Analysis based on advisory number 11 for CHANTHU-21, published on 08 Sep 2021 18:00
? The storm is: active
? Current country: Philippines, China
? Current position: Lat:15.4 Lon:129.1
? Alert level at current position: Red
? Basin: NWPacific
? Current strength: Hurricane/Typhoon > 118 km/h
? Maximum sustained winds: 250 km/h (current), 259 km/h (next 5 days)


GDACS report created on 08 Sep 2021 22:30.
For a more complete report including information on storm surge and extreme rainfall, please go to http://www.gdacs.org/Cyclones/report.aspx?eventid=1000824&eventtype=TC.","Meteorological: Storm","Meteorological (Tornado, Hurricane, Floods)","Closed","","",""
"INC-0720","Geophysical: Volcano","9/15/2021 3:49 PM","State of Mexico","Mexico","Popocatepetl Volcano - Ashfall reported across seven municipalities as ash plumes reach 24,000 feet.","Geophysical: Volcano","Geophysical (Earthquake, landslide, Tsunamis)","Closed","","","Site"
"INC-0729","Geophysical: Earthquake","9/21/2021 10:28 AM","Talcahuano","Chile","The European-Mediterranean Seismological Centre is reporting a magnitude 6.0 earthquake located 38 miles west-southwest of Talcahuano, Chile. There have been no initial reports of associated injuries or damage.","Geophysical: Earthquake","Geophysical (Earthquake, landslide, Tsunamis)","Closed","","","Regional"
"INC-0730","Geophysical: Earthquake","9/21/2021 10:28 AM","Talcahuano","Chile","The European-Mediterranean Seismological Centre is reporting a magnitude 6.0 earthquake located 38 miles west-southwest of Talcahuano, Chile. There have been no initial reports of associated injuries or damage.","Geophysical: Earthquake","Geophysical (Earthquake, landslide, Tsunamis)","Closed","","","Regional"
